Age,LastTransaction,Churn,Gender_female,Gender_male,Payment Method_cash,Payment Method_cheque,Payment Method_credit card
52.0,34,1,False,True,False,False,True
23.0,54,1,True,False,False,False,True
61.0,84,0,True,False,True,False,False
55.0,47,1,True,False,False,False,True
42.0,138,1,True,False,False,False,True
42.0,46,1,False,True,False,False,True
69.0,108,0,True,False,True,False,False
34.0,66,1,False,True,True,False,False
20.0,68,1,True,False,False,False,True
86.0,137,0,False,True,False,False,True
44.0,64,1,False,True,False,True,False
83.0,105,0,True,False,True,False,False
25.0,67,1,False,True,False,False,True
45.0,162,1,False,True,True,False,False
19.0,72,1,False,True,False,False,True
45.0,65,1,False,True,False,False,True
31.0,42,1,False,True,False,False,True
20.0,78,1,False,True,False,False,True
56.0,64,1,False,True,False,False,True
61.0,147,0,True,False,False,False,True
20.0,108,1,False,True,False,False,True
25.0,76,1,True,False,False,False,True
45.0,63,1,False,True,True,False,False
38.0,89,0,True,False,False,False,True
37.0,111,0,False,True,False,True,False
51.0,75,1,False,True,False,False,True
27.0,70,1,False,True,False,False,True
42.0,119,0,True,False,True,False,False
20.0,68,1,False,True,True,False,False
56.0,119,1,False,True,False,False,True
69.0,97,0,True,False,False,False,True
89.0,77,0,False,True,True,False,False
41.0,65,1,False,True,False,False,True
48.0,87,1,False,True,False,False,True
38.0,83,1,False,True,False,False,True
38.0,121,0,False,True,True,False,False
67.0,157,0,False,True,True,False,False
87.0,138,1,False,True,False,True,False
29.0,45,1,False,True,True,False,False
51.0,113,0,True,False,False,False,True
31.0,67,1,False,True,False,False,True
34.0,133,0,True,False,False,False,True
32.0,85,1,False,True,False,False,True
26.0,177,1,True,False,False,True,False
65.0,55,1,False,True,False,False,True
43.0,78,1,False,True,False,False,True
45.0,101,0,True,False,False,False,True
57.0,68,1,True,False,True,False,False
34.0,35,0,False,True,False,False,True
18.0,34,0,True,False,False,False,True
70.0,104,1,True,False,True,False,False
46.0,87,1,True,False,False,False,True
24.0,80,1,False,True,False,False,True
52.0,104,1,False,True,False,False,True
48.0,150,1,True,False,True,False,False
27.0,148,0,True,False,True,False,False
26.0,42,1,False,True,False,False,True
66.0,75,0,True,False,False,False,True
49.0,77,1,False,True,False,False,True
55.0,111,1,True,False,False,False,True
24.0,110,0,True,False,True,False,False
63.0,89,1,True,False,True,False,False
52.0,107,0,True,False,False,False,True
25.0,86,1,False,True,True,False,False
30.0,100,1,True,False,False,False,True
63.0,75,1,False,True,False,True,False
76.0,111,0,True,False,False,False,True
69.0,93,0,True,False,False,True,False
43.0,123,0,True,False,True,False,False
42.0,49,1,False,True,False,False,True
51.0,54,1,False,True,False,False,True
44.0,79,1,False,True,False,False,True
51.0,38,1,False,True,False,False,True
30.0,23,1,False,True,False,False,True
28.0,7,0,True,False,False,False,True
50.0,87,1,False,True,False,False,True
25.0,103,1,False,True,False,False,True
56.0,49,0,False,True,True,False,False
17.0,106,0,True,False,False,False,True
59.0,108,0,True,False,False,False,True
70.0,114,0,True,False,True,False,False
45.0,129,0,False,True,True,False,False
43.0,83,1,False,True,True,False,False
50.0,34,1,False,True,False,False,True
46.0,119,1,False,True,True,False,False
29.0,109,1,False,True,True,False,False
49.0,57,1,False,True,False,False,True
43.0,102,0,True,False,True,False,False
35.0,70,0,False,True,True,False,False
19.0,19,1,False,True,False,False,True
76.0,128,0,False,True,True,False,False
53.0,99,1,True,False,False,False,True
64.0,91,0,True,False,False,False,True
42.0,141,0,True,False,False,False,True
53.0,35,1,False,True,False,False,True
66.0,95,0,True,False,False,False,True
73.0,71,0,True,False,True,False,False
31.0,45,1,False,True,False,False,True
68.0,94,1,False,True,False,False,True
38.0,130,0,True,False,False,False,True
39.0,75,0,True,False,False,False,True
23.0,74,1,False,True,True,False,False
52.0,97,0,True,False,True,False,False
38.0,6,1,False,True,False,False,True
81.0,148,1,False,True,True,False,False
20.0,108,1,False,True,True,False,False
20.0,51,0,True,False,False,False,True
42.0,91,0,True,False,False,False,True
80.0,109,1,False,True,False,True,False
43.0,49,1,False,True,False,False,True
23.0,59,1,False,True,False,False,True
29.0,57,1,True,False,False,False,True
44.0,89,0,True,False,False,False,True
37.0,45,1,False,True,True,False,False
26.0,58,1,False,True,False,False,True
21.0,66,1,False,True,False,False,True
80.0,56,0,True,False,False,True,False
50.0,105,1,False,True,True,False,False
28.0,23,1,True,False,False,False,True
82.0,24,1,False,True,True,False,False
19.0,92,1,False,True,False,False,True
29.0,33,1,True,False,False,False,True
84.0,124,1,False,True,False,False,True
19.0,49,1,False,True,False,False,True
24.0,25,1,True,False,False,False,True
